Brand,Car_Name,Issue,Model_Year,KMs_Driven,Maintenance_Cost
Toyota,Camry,Steering Rack Repair,2013,195308,17531
Toyota,Camry,Engine Overheating,2016,8094,5022
Toyota,Camry,Radiator Repair,2024,163561,17950
Toyota,Hilux,Battery Replacement,2016,24899,7108
Toyota,Hilux,Coolant Leak,2016,199536,7588
Toyota,Hilux,Coolant Replacement,2014,14841,3816
Toyota,Hilux,Timing Belt Replacement,2022,90354,11480
Toyota,Hilux,Headlight Replacement,2013,99922,14276
Toyota,Hilux,Tyre Replacement,2025,43891,35376
Toyota,Hilux,Tyre Replacement,2016,112327,22068
Toyota,Hilux,Fuel Pump Repair,2021,19325,14555
Toyota,Hilux,Fuel Pump Repair,2024,157399,16199
Toyota,Hilux,Gearbox Repair,2025,102414,26674
Toyota,Hilux,Headlight Replacement,2014,99854,9509
Toyota,Hilux,Wheel Balancing,2025,164037,8879
Toyota,Hilux,Wheel Alignment,2012,87289,6013
Toyota,Hilux,Timing Belt Replacement,2019,150191,14314
Toyota,Hilux,Steering Rack Repair,2018,152722,27814
Toyota,Hilux,Shock Absorber Replacement,2017,55920,9826
Toyota,Hilux,Engine Overheating,2020,25778,10023
Toyota,Hilux,Fuel Pump Repair,2013,38200,8315
Toyota,Hilux,Alternator Replacement,2020,141877,20541
Toyota,Hilux,Suspension Repair,2022,108550,10416
Kia,Sonet,Starter Motor Repair,2019,174023,18072
Kia,Sonet,Shock Absorber Replacement,2021,122425,20534
Kia,Sonet,Starter Motor Repair,2017,161166,8136
Kia,Sonet,Headlight Replacement,2022,83853,8649
Kia,Sonet,Wheel Balancing,2025,66031,4482
Kia,Sonet,Engine Overheating,2024,22152,15004
Kia,Sonet,Brake Fluid Change,2012,150796,8381
Kia,Sonet,Alternator Replacement,2015,29697,8186
Kia,Sonet,Coolant Leak,2017,42770,6294
Kia,Sonet,Fuel Pump Repair,2012,118895,12069
Kia,Sonet,Timing Belt Replacement,2017,6745,11747
Kia,Sonet,Fuel Pump Repair,2020,92038,10822
Kia,Sonet,Wheel Alignment,2020,157744,5475
Kia,Sonet,Starter Motor Repair,2015,111323,12018
Kia,Sonet,Suspension Repair,2012,15907,23024
Kia,Sonet,Steering Rack Repair,2013,58073,13583
Kia,Sonet,Starter Motor Repair,2025,163679,7517
Kia,Sonet,Brake Fluid Change,2019,57396,3714
Kia,Sonet,AC Repair,2015,166077,18674
Kia,Sonet,Clutch Replacement,2014,91008,15986
Kia,Syros,Fuel Pump Repair,2022,155492,16163
Kia,Syros,Wheel Alignment,2022,88642,5443
Kia,Syros,Spark Plug Replacement,2012,126924,7484
Kia,Syros,Battery Replacement,2015,143028,15023
Kia,Syros,Tyre Replacement,2018,82624,34887
Kia,Syros,Timing Belt Replacement,2023,136109,10877
Kia,Syros,Radiator Repair,2025,47293,13889
Kia,Syros,Air Filter Replacement,2018,124176,5185
Kia,Syros,Tyre Replacement,2022,198628,39097
Kia,Syros,Gearbox Repair,2023,29592,23954
Kia,Syros,Cabin Filter Replacement,2014,88822,5160
Kia,Syros,Starter Motor Repair,2013,100553,8466
Kia,Syros,Wheel Balancing,2019,144310,3227
Kia,Syros,Wheel Balancing,2020,75006,3517
Kia,Syros,Steering Rack Repair,2021,84687,16686
Kia,Syros,Coolant Leak,2025,198703,10332
Kia,Syros,Suspension Repair,2015,16829,24540
Kia,Syros,Brake Fluid Change,2013,151662,4401
Kia,Syros,Cabin Filter Replacement,2017,26620,2845
Kia,Syros,Air Filter Replacement,2018,136167,6647
Kia,Seltos,Wheel Balancing,2015,81331,3884
Kia,Seltos,Coolant Replacement,2021,116748,4076
Kia,Seltos,Timing Belt Replacement,2012,170331,13348
Kia,Seltos,Clutch Replacement,2024,86510,16898
Kia,Seltos,AC Repair,2020,69215,10450
Kia,Seltos,Brake Fluid Change,2024,25292,2069
Kia,Seltos,Gearbox Repair,2018,137688,59475
Kia,Seltos,Brake Fluid Change,2020,125682,7336
Kia,Seltos,Coolant Leak,2018,46198,5542
Kia,Seltos,Engine Overheating,2024,98524,21202
Kia,Seltos,Headlight Replacement,2018,190860,5777
Kia,Seltos,Radiator Repair,2018,17726,13115
Kia,Seltos,Battery Replacement,2018,128578,9581
Kia,Seltos,Headlight Replacement,2019,124099,12904
Kia,Seltos,Tyre Replacement,2013,32529,40738
Kia,Seltos,Cabin Filter Replacement,2017,124500,6116
Kia,Seltos,Wheel Alignment,2023,12500,1798
Kia,Seltos,AC Repair,2024,176808,12586
Kia,Seltos,AC Repair,2021,175432,19522
Kia,Seltos,Spark Plug Replacement,2024,198573,6329
Kia,Carens,Starter Motor Repair,2019,10485,9199
Kia,Carens,Engine Overheating,2017,149110,14728
Kia,Carens,Coolant Leak,2017,124681,8039
Kia,Carens,Engine Oil Change,2018,165408,7359
Kia,Carens,Brake Pad Replacement,2019,57944,8465
Kia,Carens,Alternator Replacement,2015,121796,12100
Kia,Carens,Fuel Pump Repair,2019,167913,17359
Kia,Carens,Brake Pad Replacement,2015,158043,11580
Kia,Carens,AC Repair,2015,99838,11853
Kia,Carens,Brake Fluid Change,2013,75026,4976
Kia,Carens,Engine Oil Change,2016,75326,5675
Kia,Carens,Coolant Replacement,2023,140200,7161
Kia,Carens,Coolant Replacement,2025,123174,5675
Kia,Carens,Gearbox Repair,2024,129308,29892
Kia,Carens,Steering Rack Repair,2022,156024,18868
Kia,Carens,Alternator Replacement,2020,120397,10009
Kia,Carens,Cabin Filter Replacement,2016,70592,4892
Kia,Carens,Coolant Leak,2025,172100,9338
Kia,Carens,Spark Plug Replacement,2017,47490,5036
Kia,Carens,Engine Oil Change,2012,37979,4102
Kia,Carnival,Air Filter Replacement,2024,55472,3764
Kia,Carnival,Timing Belt Replacement,2015,10330,13338
Kia,Carnival,Timing Belt Replacement,2022,37200,8856
Kia,Carnival,Coolant Leak,2018,164250,7707
Kia,Carnival,Coolant Replacement,2018,44284,5345
Kia,Carnival,Engine Oil Change,2018,102962,6574
Kia,Carnival,Air Filter Replacement,2017,53889,5018
Kia,Carnival,Tyre Replacement,2014,197397,34373
Kia,Carnival,Shock Absorber Replacement,2017,120150,19638
Kia,Carnival,Suspension Repair,2021,183567,14948
Kia,Carnival,Headlight Replacement,2022,176101,6974
Kia,Carnival,Radiator Repair,2015,92960,11193
Kia,Carnival,Fuel Pump Repair,2020,77756,14916
Kia,Carnival,Spark Plug Replacement,2025,79996,5249
Kia,Carnival,Steering Rack Repair,2025,20125,22769
Kia,Carnival,Coolant Leak,2022,142511,8494
Kia,Carnival,Spark Plug Replacement,2014,25502,3828
Kia,Carnival,Cabin Filter Replacement,2020,45092,4862
Kia,Carnival,Engine Oil Change,2016,68400,5623
Kia,Carnival,Coolant Leak,2012,7621,4430
Kia,EV6,Brake Pad Replacement,2022,141583,9350
Kia,EV6,Brake Pad Replacement,2014,37324,9317
Kia,EV6,Air Filter Replacement,2012,159660,7073
Kia,EV6,Starter Motor Repair,2012,174848,12196
Kia,EV6,Gearbox Repair,2022,124468,26821
Kia,EV6,Wheel Alignment,2017,73542,3094
Kia,EV6,Coolant Leak,2018,36211,7404
Kia,EV6,Steering Rack Repair,2020,177414,35642
Kia,EV6,Brake Fluid Change,2015,64921,6261
Kia,EV6,Wheel Balancing,2023,18863,2268
Kia,EV6,Cabin Filter Replacement,2018,68965,5739
Kia,EV6,Fuel Pump Repair,2021,156535,11274
Kia,EV6,Steering Rack Repair,2015,57856,12687
Kia,EV6,Starter Motor Repair,2014,153075,16684
Kia,EV6,Coolant Leak,2017,74674,8540
Kia,EV6,Cabin Filter Replacement,2019,69086,5169
Kia,EV6,Coolant Leak,2014,66255,7045
Kia,EV6,Starter Motor Repair,2025,85797,14313
Kia,EV6,Clutch Replacement,2020,13310,14574
Kia,EV6,Engine Overheating,2017,66730,14562
MG,Comet EV,Brake Pad Replacement,2014,122324,9251
MG,Comet EV,Wheel Balancing,2015,192934,11468
MG,Comet EV,Starter Motor Repair,2017,117424,12328
MG,Comet EV,Coolant Leak,2021,195057,8610
MG,Comet EV,Steering Rack Repair,2013,85101,26889
MG,Comet EV,Suspension Repair,2020,192958,24341
MG,Comet EV,Steering Rack Repair,2023,197475,31722
MG,Comet EV,Engine Overheating,2020,61915,8601
MG,Comet EV,Wheel Alignment,2015,164372,5013
MG,Comet EV,Cabin Filter Replacement,2017,104615,7248
MG,Comet EV,Timing Belt Replacement,2012,194424,16894
MG,Comet EV,Tyre Replacement,2013,30515,40891
MG,Comet EV,Suspension Repair,2016,65998,22227
MG,Comet EV,Suspension Repair,2023,53368,19628
MG,Comet EV,Coolant Replacement,2015,7051,3302
MG,Comet EV,Alternator Replacement,2022,151650,19693
MG,Comet EV,Wheel Alignment,2025,173941,4048
MG,Comet EV,Timing Belt Replacement,2023,23145,8710
MG,Comet EV,Cabin Filter Replacement,2012,93845,5069
MG,Comet EV,Alternator Replacement,2014,180836,18368
MG,Astor,Battery Replacement,2025,167016,14602
MG,Astor,Timing Belt Replacement,2020,50531,10031
MG,Astor,Gearbox Repair,2017,65044,35072
MG,Astor,Starter Motor Repair,2014,12222,12369
MG,Astor,Shock Absorber Replacement,2017,40064,18151
MG,Astor,Clutch Replacement,2013,176738,19838
MG,Astor,Clutch Replacement,2023,91896,15598
MG,Astor,Tyre Replacement,2014,173354,48491
MG,Astor,Coolant Replacement,2019,111067,5605
MG,Astor,Engine Oil Change,2019,47260,5561
MG,Astor,Suspension Repair,2020,62320,24790
MG,Astor,Suspension Repair,2015,52923,12582
MG,Astor,Starter Motor Repair,2021,33954,12926
MG,Astor,Fuel Pump Repair,2016,51687,15159
MG,Astor,Shock Absorber Replacement,2015,133684,15731
MG,Astor,Clutch Replacement,2018,166864,11684
MG,Astor,Steering Rack Repair,2013,55891,22293
MG,Astor,Wheel Alignment,2025,181879,9203
MG,Astor,Clutch Replacement,2022,133707,17120
MG,Astor,Engine Overheating,2019,146132,19959
MG,Hector,Starter Motor Repair,2025,53376,6948
MG,Hector,Headlight Replacement,2015,198698,14276
MG,Hector,Brake Fluid Change,2015,128429,8612
MG,Hector,Gearbox Repair,2022,123874,32585
MG,Hector,Alternator Replacement,2016,195846,15756
MG,Hector,Cabin Filter Replacement,2017,67670,3396
MG,Hector,Shock Absorber Replacement,2016,80647,13319
MG,Hector,Air Filter Replacement,2017,130455,7051
MG,Hector,Engine Overheating,2022,53785,18563
MG,Hector,Brake Fluid Change,2014,132095,5572
MG,Hector,Wheel Balancing,2016,148297,4615
MG,Hector,Battery Replacement,2020,136842,9051
MG,Hector,Spark Plug Replacement,2014,163488,8222
MG,Hector,Alternator Replacement,2012,29123,11021
MG,Hector,Brake Pad Replacement,2021,46962,6259
MG,Hector,AC Repair,2020,174398,19074
MG,Hector,Spark Plug Replacement,2014,70214,5139
MG,Hector,Air Filter Replacement,2020,171721,9223
MG,Hector,Cabin Filter Replacement,2016,170074,9036
MG,Hector,AC Repair,2017,179229,14962
MG,Hector Plus,Brake Pad Replacement,2016,35230,9585
MG,Hector Plus,Engine Overheating,2024,152285,22428
MG,Hector Plus,Coolant Leak,2025,144730,3964
MG,Hector Plus,Coolant Replacement,2012,45788,5190
MG,Hector Plus,Suspension Repair,2014,186921,22119
MG,Hector Plus,Engine Overheating,2016,52713,26177
MG,Hector Plus,Clutch Replacement,2015,79000,15604
MG,Hector Plus,Radiator Repair,2024,131998,8990
MG,Hector Plus,Wheel Alignment,2020,137642,5234
MG,Hector Plus,Headlight Replacement,2023,87922,4831
MG,Hector Plus,Headlight Replacement,2023,110982,11089
MG,Hector Plus,Engine Overheating,2017,122340,20261
MG,Hector Plus,Tyre Replacement,2022,174055,34822
MG,Hector Plus,Radiator Repair,2021,14794,4780
MG,Hector Plus,Gearbox Repair,2022,147649,29719
MG,Hector Plus,Brake Pad Replacement,2017,16290,9126
MG,Hector Plus,Battery Replacement,2015,69974,9181
MG,Hector Plus,Brake Pad Replacement,2020,114868,9529
MG,Hector Plus,Air Filter Replacement,2023,91165,4423
MG,Hector Plus,Headlight Replacement,2022,94070,8111
MG,Gloster,Suspension Repair,2022,84108,21019
MG,Gloster,Starter Motor Repair,2022,85893,14066
MG,Gloster,Air Filter Replacement,2014,36883,2820
MG,Gloster,Brake Pad Replacement,2017,25018,9659
MG,Gloster,Wheel Balancing,2019,98621,3169
MG,Gloster,Clutch Replacement,2024,142485,18774
MG,Gloster,Clutch Replacement,2017,51063,14963
MG,Gloster,Spark Plug Replacement,2017,178258,9758
MG,Gloster,Suspension Repair,2017,95999,29781
MG,Gloster,Cabin Filter Replacement,2012,5114,1982
MG,Gloster,Steering Rack Repair,2015,122749,36288
MG,Gloster,Engine Oil Change,2015,95287,6592
MG,Gloster,Wheel Balancing,2019,125710,4478
MG,Gloster,Shock Absorber Replacement,2018,38240,16393
MG,Gloster,Gearbox Repair,2015,65413,23839
MG,Gloster,Wheel Balancing,2023,159451,7486
MG,Gloster,Radiator Repair,2024,167076,12888
MG,Gloster,Starter Motor Repair,2025,188447,19165
MG,Gloster,Coolant Leak,2017,164274,10856
MG,Gloster,Air Filter Replacement,2025,99449,3021
MG,Windsor EV,Timing Belt Replacement,2012,159060,16177
MG,Windsor EV,Timing Belt Replacement,2020,43841,13891
MG,Windsor EV,Coolant Replacement,2021,179746,5008
MG,Windsor EV,Shock Absorber Replacement,2019,142719,23580
MG,Windsor EV,Engine Overheating,2023,61763,17981
MG,Windsor EV,Wheel Balancing,2017,53098,2425
MG,Windsor EV,Headlight Replacement,2016,50258,9501
MG,Windsor EV,Radiator Repair,2021,62902,7856
MG,Windsor EV,Engine Overheating,2015,161271,17910
MG,Windsor EV,Alternator Replacement,2019,127063,22367
MG,Windsor EV,Shock Absorber Replacement,2018,163883,11383
MG,Windsor EV,Spark Plug Replacement,2020,118985,8915
MG,Windsor EV,Battery Replacement,2022,82080,13217
MG,Windsor EV,Suspension Repair,2020,102237,10623
MG,Windsor EV,Engine Oil Change,2018,169325,8025
MG,Windsor EV,Wheel Balancing,2020,127758,3434
MG,Windsor EV,Tyre Replacement,2021,90094,16176
MG,Windsor EV,Timing Belt Replacement,2024,163103,15509
MG,Windsor EV,Starter Motor Repair,2016,9857,11852
MG,Windsor EV,Tyre Replacement,2024,66623,29057
Volkswagen,Virtus,Engine Oil Change,2024,197775,8370
Volkswagen,Virtus,Clutch Replacement,2022,95569,19805
Volkswagen,Virtus,Coolant Replacement,2022,195333,9377
Volkswagen,Virtus,Brake Fluid Change,2022,40377,3010
Volkswagen,Virtus,Shock Absorber Replacement,2018,66657,9519
Volkswagen,Virtus,Fuel Pump Repair,2023,14665,8596
Volkswagen,Virtus,Cabin Filter Replacement,2018,77013,5099
Volkswagen,Virtus,Shock Absorber Replacement,2021,66160,9623
Volkswagen,Virtus,Steering Rack Repair,2025,145030,26991
Volkswagen,Virtus,Wheel Alignment,2018,84296,3924
Volkswagen,Virtus,Engine Oil Change,2022,116583,4873
Volkswagen,Virtus,Coolant Leak,2014,37640,5732
Volkswagen,Virtus,Cabin Filter Replacement,2018,42993,4969
Volkswagen,Virtus,Battery Replacement,2017,198060,15920
Volkswagen,Virtus,Shock Absorber Replacement,2021,151675,17057
Volkswagen,Virtus,Battery Replacement,2021,146335,13286
Volkswagen,Virtus,Engine Oil Change,2016,68105,5252
Volkswagen,Virtus,Tyre Replacement,2024,37460,16150
Volkswagen,Virtus,Coolant Leak,2023,5859,3146
Volkswagen,Virtus,Coolant Leak,2015,128591,9763
Volkswagen,Taigun,Alternator Replacement,2016,137633,12606
Volkswagen,Taigun,Engine Overheating,2023,87007,7666
Volkswagen,Taigun,AC Repair,2022,137047,9160
Volkswagen,Taigun,Brake Fluid Change,2024,192632,7559
Volkswagen,Taigun,Battery Replacement,2025,199005,11097
Volkswagen,Taigun,Engine Oil Change,2014,54732,4905
Volkswagen,Taigun,Coolant Leak,2017,16379,5194
Volkswagen,Taigun,Starter Motor Repair,2014,16515,6946
Volkswagen,Taigun,Suspension Repair,2014,144498,20045
Volkswagen,Taigun,Shock Absorber Replacement,2021,95894,11098
Volkswagen,Taigun,Headlight Replacement,2025,100286,11696
Volkswagen,Taigun,Fuel Pump Repair,2019,81459,18481
Volkswagen,Taigun,Air Filter Replacement,2018,42954,2563
Volkswagen,Taigun,Alternator Replacement,2023,14847,8678
Volkswagen,Taigun,Timing Belt Replacement,2012,48073,11942
Volkswagen,Taigun,Coolant Replacement,2024,115612,6109
Volkswagen,Taigun,Engine Oil Change,2020,42972,6071
Volkswagen,Taigun,Coolant Replacement,2021,20053,2827
Volkswagen,Taigun,Fuel Pump Repair,2023,133998,13538
Volkswagen,Taigun,Coolant Leak,2017,113483,9776
Skoda,Kylaq,Battery Replacement,2020,5423,9676
Skoda,Kylaq,Coolant Leak,2018,135185,4164
Skoda,Kylaq,Spark Plug Replacement,2023,147103,6437
Skoda,Kylaq,Radiator Repair,2017,28785,11102
Skoda,Kylaq,Cabin Filter Replacement,2012,40384,3444
Skoda,Kylaq,Wheel Balancing,2015,157587,8053
Skoda,Kylaq,Suspension Repair,2017,105181,25755
Skoda,Kylaq,Clutch Replacement,2021,138619,19558
Skoda,Kylaq,Wheel Balancing,2013,189395,8168
Skoda,Kylaq,Wheel Balancing,2024,152750,8638
Skoda,Kylaq,Headlight Replacement,2014,188964,9225
Skoda,Kylaq,Gearbox Repair,2015,198962,36257
Skoda,Kylaq,Radiator Repair,2017,89722,9583
Skoda,Kylaq,Brake Fluid Change,2022,60056,3440
Skoda,Kylaq,Clutch Replacement,2012,124815,18341
Skoda,Kylaq,Suspension Repair,2017,113103,9263
Skoda,Kylaq,Wheel Alignment,2019,74179,3668
Skoda,Kylaq,Cabin Filter Replacement,2025,119198,6692
Skoda,Kylaq,Cabin Filter Replacement,2018,39161,3016
Skoda,Kylaq,Starter Motor Repair,2014,173724,10854
Skoda,Kushaq,Radiator Repair,2018,188643,11636
Skoda,Kushaq,Clutch Replacement,2017,16331,10467
Skoda,Kushaq,Gearbox Repair,2017,44564,30799
Skoda,Kushaq,Tyre Replacement,2021,117903,37963
Skoda,Kushaq,Wheel Balancing,2017,119082,6580
Skoda,Kushaq,Alternator Replacement,2016,166931,21875
Skoda,Kushaq,Alternator Replacement,2016,60432,14946
Skoda,Kushaq,Air Filter Replacement,2020,183382,9797
Skoda,Kushaq,Brake Pad Replacement,2025,144730,11516
Skoda,Kushaq,Engine Overheating,2024,158077,28238
Skoda,Kushaq,Starter Motor Repair,2022,12768,8429
Skoda,Kushaq,Wheel Balancing,2022,80071,3578
Skoda,Kushaq,Engine Oil Change,2022,171365,9727
Skoda,Kushaq,Engine Overheating,2018,116975,27027
Skoda,Kushaq,Headlight Replacement,2024,138081,7494
Skoda,Kushaq,Coolant Leak,2014,169295,11496
Skoda,Kushaq,Gearbox Repair,2015,77910,47743
Skoda,Kushaq,Brake Pad Replacement,2012,7483,9284
Skoda,Kushaq,Steering Rack Repair,2014,66734,20466
Skoda,Kushaq,Radiator Repair,2012,118501,9182
Skoda,Slavia,Battery Replacement,2012,145743,12276
Skoda,Slavia,Alternator Replacement,2014,132104,18982
Skoda,Slavia,Alternator Replacement,2019,69605,18385
Skoda,Slavia,Gearbox Repair,2021,98506,58782
Skoda,Slavia,Starter Motor Repair,2016,190847,15195
Skoda,Slavia,Fuel Pump Repair,2015,183369,20673
Skoda,Slavia,AC Repair,2019,158175,13597
Skoda,Slavia,Brake Pad Replacement,2023,133262,11880
Skoda,Slavia,Wheel Balancing,2013,54526,3268
Skoda,Slavia,Shock Absorber Replacement,2015,197377,17120
Skoda,Slavia,Air Filter Replacement,2012,111560,6513
Skoda,Slavia,Gearbox Repair,2017,77499,26220
Skoda,Slavia,Wheel Balancing,2012,32934,2951
Skoda,Slavia,Brake Fluid Change,2013,38611,4129
Skoda,Slavia,Spark Plug Replacement,2013,57001,4579
Skoda,Slavia,Battery Replacement,2022,76138,8378
Skoda,Slavia,Engine Overheating,2013,179483,17072
Skoda,Slavia,Gearbox Repair,2018,111635,27150
Skoda,Slavia,Coolant Leak,2019,62818,8460
Skoda,Slavia,Tyre Replacement,2014,105086,39060
Skoda,Superb,Coolant Leak,2020,181392,6891
Skoda,Superb,Battery Replacement,2012,25411,8068
Skoda,Superb,Tyre Replacement,2014,25128,25072
Skoda,Superb,Headlight Replacement,2022,196655,8901
Skoda,Superb,Coolant Leak,2019,52871,7410
Skoda,Superb,Fuel Pump Repair,2012,147705,19989
Skoda,Superb,Suspension Repair,2015,23697,10706
Skoda,Superb,Engine Oil Change,2021,148021,5573
Skoda,Superb,Fuel Pump Repair,2015,145893,13746
Skoda,Superb,Air Filter Replacement,2020,12162,2432
Skoda,Superb,Engine Oil Change,2024,120974,4582
Skoda,Superb,Timing Belt Replacement,2013,52164,14526
Skoda,Superb,Coolant Leak,2022,133874,10457
Skoda,Superb,Clutch Replacement,2018,73774,13706
Skoda,Superb,Clutch Replacement,2023,198585,16171
Skoda,Superb,Wheel Balancing,2023,70673,4286
Skoda,Superb,Coolant Replacement,2020,131430,3628
Skoda,Superb,Gearbox Repair,2021,114687,41006
Skoda,Superb,Wheel Balancing,2023,119342,6725
Skoda,Superb,Headlight Replacement,2021,82970,6837
Renault,Kwid,Fuel Pump Repair,2017,107088,8727
Renault,Kwid,Wheel Balancing,2024,171477,3319
Renault,Kwid,AC Repair,2013,97018,16939
Renault,Kwid,Fuel Pump Repair,2021,34831,10396
Renault,Kwid,Coolant Replacement,2020,114975,4639
Renault,Kwid,Steering Rack Repair,2024,176942,22456
Renault,Kwid,Shock Absorber Replacement,2023,76304,17733
Renault,Kwid,Suspension Repair,2020,197916,18557
Renault,Kwid,Engine Overheating,2019,158203,13963
Renault,Kwid,Air Filter Replacement,2013,70024,3723
Renault,Kwid,Coolant Leak,2013,53848,5177
Renault,Kwid,Battery Replacement,2014,43800,6570
Renault,Kwid,Steering Rack Repair,2015,99221,29101
Renault,Kwid,Shock Absorber Replacement,2022,9185,5392
Renault,Kwid,Fuel Pump Repair,2016,108856,13179
Renault,Kwid,Timing Belt Replacement,2013,90932,16086
Renault,Kwid,Wheel Alignment,2021,35405,2856
Renault,Kwid,Brake Pad Replacement,2018,158634,14172
Renault,Kwid,Gearbox Repair,2021,33911,35991
Renault,Kwid,Steering Rack Repair,2018,193377,25043
Renault,Kiger,Radiator Repair,2018,20076,9642
Renault,Kiger,Suspension Repair,2017,22572,22254
Renault,Kiger,Battery Replacement,2023,107321,9706
Renault,Kiger,Shock Absorber Replacement,2021,147949,18765
Renault,Kiger,Tyre Replacement,2014,85071,34152
Renault,Kiger,AC Repair,2018,93255,11894
Renault,Kiger,Coolant Leak,2023,157864,12118
Renault,Kiger,Engine Oil Change,2023,43030,5098
Renault,Kiger,Headlight Replacement,2024,199313,10945
Renault,Kiger,Engine Oil Change,2017,194943,7668
Renault,Kiger,Coolant Leak,2017,32518,6732
Renault,Kiger,Tyre Replacement,2012,189552,33356
Renault,Kiger,Alternator Replacement,2014,108743,18324
Renault,Kiger,Shock Absorber Replacement,2012,64318,14384
Renault,Kiger,Wheel Balancing,2013,168537,5090
Renault,Kiger,Starter Motor Repair,2015,56724,6750
Renault,Kiger,Coolant Replacement,2018,95451,5090
Renault,Kiger,Headlight Replacement,2014,128004,11020
Renault,Kiger,Suspension Repair,2023,7211,8822
Renault,Kiger,Spark Plug Replacement,2013,100529,8589
Renault,Triber,Coolant Replacement,2023,159721,7071
Renault,Triber,Radiator Repair,2020,33693,8395
Renault,Triber,Coolant Leak,2018,25996,3710
Renault,Triber,Wheel Balancing,2018,8810,2251
Renault,Triber,Air Filter Replacement,2024,30147,2434
Renault,Triber,Tyre Replacement,2020,91512,21372
Renault,Triber,Clutch Replacement,2022,125724,20975
Renault,Triber,Wheel Alignment,2025,81929,3834
Renault,Triber,Tyre Replacement,2013,75970,16866
Renault,Triber,Air Filter Replacement,2012,36551,1775
Renault,Triber,Brake Fluid Change,2024,18750,2825
Renault,Triber,Engine Oil Change,2012,46362,6554
Renault,Triber,Spark Plug Replacement,2013,56984,4860
Renault,Triber,Coolant Replacement,2023,54788,3966
Renault,Triber,Gearbox Repair,2012,57159,49708
Renault,Triber,Shock Absorber Replacement,2016,184312,15106
Renault,Triber,Cabin Filter Replacement,2013,90805,3552
Renault,Triber,Battery Replacement,2017,93048,10257
Renault,Triber,Suspension Repair,2017,153917,23030
Renault,Triber,Battery Replacement,2022,83266,13885
Nissan,Magnite,Coolant Leak,2017,193655,12823
Nissan,Magnite,Radiator Repair,2012,92545,10960
Nissan,Magnite,Wheel Balancing,2022,125368,4820
Nissan,Magnite,Alternator Replacement,2016,156269,18858
Nissan,Magnite,Alternator Replacement,2022,65741,15772
Nissan,Magnite,Engine Oil Change,2022,85340,5892
Nissan,Magnite,Cabin Filter Replacement,2019,35496,2503
Nissan,Magnite,Alternator Replacement,2014,98266,18552
Nissan,Magnite,Radiator Repair,2023,18027,6719
Nissan,Magnite,Clutch Replacement,2022,7144,9582
Nissan,Magnite,Shock Absorber Replacement,2012,24166,18554
Nissan,Magnite,Coolant Leak,2013,20511,4387
Nissan,Magnite,Radiator Repair,2019,21417,12677
Nissan,Magnite,Tyre Replacement,2022,32083,37485
Nissan,Magnite,Starter Motor Repair,2023,35073,7253
Nissan,Magnite,Headlight Replacement,2015,160760,17494
Nissan,Magnite,Brake Fluid Change,2021,137855,4758
Nissan,Magnite,Gearbox Repair,2022,139230,28604
Nissan,Magnite,Gearbox Repair,2025,57400,38267
Nissan,Magnite,Timing Belt Replacement,2022,46086,10652
Nissan,X-Trail,Headlight Replacement,2017,124162,10437
Nissan,X-Trail,Spark Plug Replacement,2021,131508,5435
Nissan,X-Trail,Air Filter Replacement,2024,192439,8276
Nissan,X-Trail,Gearbox Repair,2021,21443,18779
Nissan,X-Trail,Engine Oil Change,2025,192540,6942
Nissan,X-Trail,Wheel Alignment,2013,151992,6363
Nissan,X-Trail,Spark Plug Replacement,2024,82747,5324
Nissan,X-Trail,Brake Fluid Change,2020,94049,6645
Nissan,X-Trail,Wheel Balancing,2020,55758,3243
Nissan,X-Trail,Gearbox Repair,2018,182153,59872
Nissan,X-Trail,Shock Absorber Replacement,2015,16725,19580
Nissan,X-Trail,Gearbox Repair,2015,54705,60219
Nissan,X-Trail,Brake Fluid Change,2020,197618,11528
Nissan,X-Trail,Cabin Filter Replacement,2014,147391,6045
Nissan,X-Trail,Tyre Replacement,2023,113825,39681
Nissan,X-Trail,Engine Overheating,2017,174593,33051
Nissan,X-Trail,Alternator Replacement,2015,180929,18116
Nissan,X-Trail,Air Filter Replacement,2019,166447,4580
Nissan,X-Trail,Tyre Replacement,2013,38525,40764
Nissan,X-Trail,Battery Replacement,2013,74214,13012
